genes,logFC.genotypenpr4.4D,logFC.genotypenpr4.4D.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G28010.1,0.4547606618602292,0.14953355965657802,4.454884628262433,19.979950612586723,4.5857339015902887e-5,0.0036341941170103037,AT1G28010,ABCB14;ATABCB14;MDR12;PGP14,ATP-binding cassette B14;Arabidopsis thaliana ATP-binding cassette B14;multi-drug resistance 12;P-glycoprotein 14
AT5G40880.1,0.04668719203309461,-0.7023999419930189,3.0522915111558975,19.969927226537585,4.6087738786187975e-5,0.003643859291043502,AT5G40880,NA,NA
AT2G04430.1,-0.2166521115620224,-0.5671693421671661,2.525069586384878,19.93113870110834,4.6990300468900577e-5,0.00370200291489851,AT2G04430,atnudt5;NUDT5,nudix hydrolase homolog 5;nudix hydrolase homolog 5
AT4G12400.2,0.14039093351411916,-1.2009278271030877,6.656502080354385,19.92887626441414,4.704348683595214e-5,0.00370200291489851,AT4G12400,Hop3,Hop3
AT1G67800.2,-0.19316398432847123,-0.35950431486273626,5.229393828919997,19.922102345770178,4.7203091346647174e-5,0.0037058838210982208,AT1G67800,RGLG5,"NA"
AT1G70260.1,1.1972677470155784,0.18500986844776887,0.386042706691533,19.906439476998017,4.7574210560466106e-5,0.003726313807116042,AT1G70260,RTP1;UMAMIT36,Resistance to Phytophthora parasitica 1;Usually multiple acids move in and out Transporters 36
AT5G47610.1,0.09405997235916894,0.7925161131354251,2.7746946108015287,19.844624596188858,4.9067566667652644e-5,0.0038343450585266612,AT5G47610,NA,NA
AT1G10865.1,-0.520682863627613,0.028399752639600026,4.070546421790709,19.785014165613283,5.055204881740642e-5,0.0039411831655742245,AT1G10865,NA,NA
AT2G34940.1,0.13390086906269516,-0.9833991728323899,1.9533423336399671,19.755943850496912,5.129219686517491e-5,0.00398963055338798,AT2G34940,BP80-3;2;VSR3;2;VSR5,binding protein of 80 kDa 3;2;VACUOLAR SORTING RECEPTOR 3;2;VACUOLAR SORTING RECEPTOR 5
AT4G00050.1,0.37790456298480907,0.14407660120989418,4.080797216548828,19.68952980997295,5.3024053646192034e-5,0.004114813511822967,AT4G00050,UNE10,unfertilized embryo sac 10
AT4G39030.1,0.26680435029526045,-1.1567562929184314,4.5097876583826295,19.682756328358025,5.320393680933878e-5,0.004119259642090788,AT4G39030,EDS5;SCORD3;SID1,ENHANCED DISEASE SUSCEPTIBILITY 5;susceptible to coronatine-deficient Pst DC3000 3;SALICYLIC ACID INDUCTION DEFICIENT 1
AT2G39030.1,3.675124094453012,-1.4409180941543345,3.6799473255508426,19.65964329949095,5.382235537189516e-5,0.004157560425761888,AT2G39030,NATA1,N-acetyltransferase activity 1
AT2G19710.1,0.31608095751736853,-0.7061213933443455,4.68499071626753,19.64662794480062,5.417375605559968e-5,0.004175106768303349,AT2G19710,ISTL5,IST1-LIKE 5
AT4G27740.1,-0.3687088012369432,-0.2831517562035218,3.496518369016919,19.637986231682824,5.440833952055548e-5,0.0041835904452396004,AT4G27740,NA,NA
AT3G09350.1,0.5216076167839553,-1.4502563606632404,6.271961765012674,19.60676254137281,5.526441919636073e-5,0.004239714643461445,AT3G09350,Fes1A,Fes1A
AT4G13510.1,-0.2610267497616971,-0.27640359166584394,7.935680386229746,19.591271541417253,5.5694131775100765e-5,0.004262948100015799,AT4G13510,AMT1;1;ATAMT1;ATAMT1;1,ammonium transporter 1;1;ARABIDOPSIS THALIANA AMMONIUM TRANSPORT 1;NA
AT1G66970.2,-0.46405731267155886,-0.07020801747955331,8.235846636311665,19.56917810518084,5.631277987411882e-5,0.004300504612113956,AT1G66970,GDPDL1;SVL2,Glycerophosphodiester phosphodiesterase (GDPD) like 1;SHV3-like 2
AT2G46750.1,-0.6322759073442322,-0.07681450131502324,4.897828670175244,19.49594579423364,5.841295286340682e-5,0.004444293532834563,AT2G46750,AtGulLO2;GulLO2,"NA;L -gulono-1,4-lactone ( L -GulL) oxidase 2"
AT1G48280.1,-0.5865004967853129,0.16905823773900427,3.6133736848691527,19.494330687609562,5.8460143488866045e-5,0.004444293532834563,AT1G48280,NA,NA
AT5G38990.1,-0.30951369067132645,-0.14368991303010312,6.259403207966647,19.441108221929877,6.003672432101478e-5,0.004553846525134851,AT5G38990,NA,NA
AT3G28740.1,0.5677508480995959,0.8685177057057997,4.631280713519482,19.434894381765734,6.0223543691616816e-5,0.004557728637670514,AT3G28740,CYP81D11,"cytochrome P450, family 81, subfamily D, polypeptide 11"
AT1G62510.1,0.7986888384733226,-0.08683103245415487,5.611317796919134,19.420631173148934,6.0654569300498974e-5,0.004580033343000824,AT1G62510,NA,NA
AT1G55990.1,-0.6562963944082999,0.2134655709153961,4.092667577648524,19.3592251640189,6.254573042279552e-5,0.004704603647375611,AT1G55990,NA,NA
AT3G62780.1,-0.7883224659972647,0.06127099681523576,1.608928061376324,19.357992047193683,6.258430540970472e-5,0.004704603647375611,AT3G62780,NA,NA
AT5G16170.1,-0.246521334971926,-0.827116023906115,3.365269762302745,19.339119496814572,6.317766327929807e-5,0.004738606789086996,AT5G16170,NA,NA
AT4G16960.1,0.1977291796743473,-0.7499024337256311,4.018327005036962,19.31630552846674,6.390245587419206e-5,0.004782294704420048,AT4G16960,NA,NA
AT3G07580.2,-0.3287854923698172,-0.291558930935083,3.0004389612443148,19.29954884372542,6.444010167304757e-5,0.004802011173349023,AT3G07580,NA,NA
AT1G31220.1,-0.12500909658301582,-0.3937657794207623,4.113851605374762,19.29918796572182,6.445173022976042e-5,0.004802011173349023,AT1G31220,NA,NA
AT5G09520.1,-0.7358611230760311,0.36419630319418766,2.948725746677917,19.285740707833895,6.488653985988674e-5,0.004823711310557333,AT5G09520,PELPK2,Pro-Glu-Leu|Ile|Val-Pro-Lys 2
AT4G04490.1,0.01949451126791773,-1.8550057756182257,2.059644883611129,19.257772250917014,6.58003022973762e-5,0.004880842732442462,AT4G04490,CRK36,cysteine-rich RLK (RECEPTOR-like protein kinase) 36
AT5G43370.1,5.835248376432733,-2.110716402262188,-2.657503814895927,19.251302422854124,6.601350527928532e-5,0.004885871815847017,AT5G43370,APT1;PHT1;2;PHT2,ARABIDOPSIS PHOSPHATE TRANSPORTER 1;phosphate transporter 2;PHOSPHATE TRANSPORTER 2
AT2G33830.2,-0.6205982785319719,0.057385931561155054,8.271684869257179,19.231795634971657,6.666051112409901e-5,0.004922915373169175,AT2G33830,AtDRM2;DRM2,NA;dormancy associated gene 2
AT1G58370.1,0.2955488685224349,0.11785387154437658,4.929241023680174,19.22570753748686,6.686373812867884e-5,0.004927095018859356,AT1G58370,ATXYN1;RXF12,ARABIDOPSIS THALIANA XYLANASE 1;NA
AT2G23200.1,-0.44497274172503853,0.056643556086517326,5.54665207748716,19.22057876781961,6.703542252299989e-5,0.004928937128266613,AT2G23200,NA,NA
AT1G03340.1,-1.0833234192529977,0.4425002192560828,1.286425570658707,19.200895198081724,6.769842795690314e-5,0.004966817851982225,AT1G03340,NA,NA
AT1G78060.1,0.14974209564604737,0.30302748757127684,5.649313085432317,19.15917461900034,6.912546926506132e-5,0.0050604662706853825,AT1G78060,NA,NA
AT4G14365.1,-0.002269669889827477,-0.9632822720669068,6.073015683385802,19.12711165408244,7.02425835868305e-5,0.0051310680297493,AT4G14365,XBAT34,XB3 ortholog 4 in Arabidopsis thaliana
AT4G24000.1,2.053516562048334,0.6171455030255094,0.9923345470567689,19.119942097772928,7.049483953667808e-5,0.005138324507833964,AT4G24000,ATCSLG2;CSLG2,ARABIDOPSIS THALIANA CELLULOSE SYNTHASE LIKE G2;cellulose synthase like G2
AT2G43610.1,-0.4657073241566048,0.05333887417107225,5.054064923624347,19.10538523300047,7.100980325073793e-5,0.005164656729072069,AT2G43610,NA,NA
AT4G31875.1,-0.7869832526517541,-0.27321434932582656,1.2894814996316617,19.09764604738393,7.12851146025904e-5,0.005173482550488645,AT4G31875,NA,NA
AT2G18193.1,1.0566509545982805,0.3653651594036363,3.0325461580837003,19.07279711564584,7.21763189807551e-5,0.005226872134464078,AT2G18193,NA,NA
AT1G52400.1,0.9258041848556947,-0.37941210279387133,7.1715556631535975,19.047090852862084,7.310999818891966e-5,0.0052831014175141475,AT1G52400,ATBG1;BGL1;BGLU18,A. THALIANA BETA-GLUCOSIDASE 1;BETA-GLUCOSIDASE HOMOLOG 1;beta glucosidase 18
AT3G22620.1,-0.40141834565980655,-0.01637568844897623,5.806641285275463,19.017706373691837,7.419207741711104e-5,0.005349516807301974,AT3G22620,NA,NA
AT5G44568.1,-0.09899964633786121,-1.0933030170329046,5.1545840533636795,19.013521297731195,7.434748970329213e-5,0.005349516807301974,AT5G44568,NA,NA
AT3G43270.1,0.2784341025875912,0.4290105289897085,4.448721004121782,18.987440817897298,7.53233476888669e-5,0.005408151985130994,AT3G43270,NA,NA
AT1G60550.1,0.10099727648740184,0.39344734776176354,5.459592839989837,18.946065871370905,7.689782728019387e-5,0.005509425996309328,AT1G60550,DHNS;ECHID,NA;enoyl-CoA hydratase/isomerase D
AT1G74310.1,0.44992517840015434,-1.514205152208311,7.223435719885263,18.932664366871474,7.741483079110245e-5,0.005534666264346009,AT1G74310,ATHSP101;HOT1;HSP101,heat shock protein 101;NA;heat shock protein 101
AT1G11300.1,-0.358474365331741,-0.21867466174472355,4.470792419840533,18.906458732098873,7.843585773899629e-5,0.0055957573073158245,AT1G11300,EGM1,enhanced shoot growth under mannitol stress 1
AT4G34710.1,0.4737840062258455,-0.19536489622225417,9.172851357009252,18.855896365741263,8.04440872754553e-5,0.005716333965049396,AT4G34710,ADC2;ATADC2;SPE2,arginine decarboxylase 2;NA;NA
AT1G26770.2,0.5517223362648274,0.04151739920039546,4.348644775219686,18.855346147525893,8.046622122100958e-5,0.005716333965049396,AT1G26770,AT-EXP10;ATEXP10;ATEXPA10;ATHEXP ALPHA 1.1;EXP10;EXPA10,ARABIDOPSIS THALIANA EXPANSIN 10;ARABIDOPSIS THALIANA EXPANSIN 10;expansin A10;ARABIDOPSIS THALIANA EXPANSIN ALPHA 1.1;EXPANSIN 10;expansin A10
AT1G67150.2,-1.0450080747084123,-0.525042898195836,0.07546555901978017,18.848804411030827,8.072984653580141e-5,0.005722962665181433,AT1G67150,NA,NA
AT1G26240.1,-0.8754667991591562,-0.5577692659809617,2.8988276262027783,18.833557816145145,8.134762593468063e-5,0.005754616687699239,AT1G26240,NA,NA
AT1G27940.1,0.6017562687515268,0.01798853397312022,2.3435487121578915,18.803538299260875,8.257784368894423e-5,0.00582937122612585,AT1G27940,ABCB13;PGP13,ATP-binding cassette B13;P-glycoprotein 13
AT4G23470.1,0.0431694873672112,-0.5449962616184244,7.97339791908306,18.78968029377586,8.315201270647958e-5,0.005857597339545339,AT4G23470,NA,NA
AT3G62370.1,-0.20957651008920242,-0.40353146260214345,4.926326470906196,18.784610637116334,8.33630561504126e-5,0.005860178687795322,AT3G62370,NA,NA
AT2G05070.1,-0.6505332978661482,0.08139476415448893,7.289827517220336,18.772292911347378,8.387806208041259e-5,0.005884072321557461,AT2G05070,LHCB2;LHCB2.2,LIGHT-HARVESTING CHLOROPHYLL B-BINDING 2;photosystem II light harvesting complex gene 2.2
AT1G54020.2,1.8913571382789613,0.2685837757315971,-0.24296918301645862,18.75753171451819,8.449942255787631e-5,0.005915311659978666,AT1G54020,NA,NA
AT5G37070.1,-0.29692184328607485,-0.28151072704565544,3.9102117074410296,18.749181650255426,8.485294783831958e-5,0.005927710505744729,AT5G37070,NA,NA
AT3G27170.1,0.34719370541194433,0.25444360595246895,4.32657385522781,18.67771483120477,8.793985741501082e-5,0.006130612217550194,AT3G27170,ATCLC-B;CLC-B,NA;chloride channel B
AT1G67980.1,-1.4158509324156523,-0.26950286709656146,0.46295327499459477,18.6393593973154,8.964261845615462e-5,0.00623637943139484,AT1G67980,CCOAMT,caffeoyl-CoA 3-O-methyltransferase
AT3G59570.1,-0.3991143782085279,-0.04718465790006332,3.531229016650747,18.609943258243515,9.097083210717309e-5,0.006315706405919897,AT3G59570,NA,NA
AT3G56710.1,-1.1369952088062498,0.1923477146634382,4.125684421244966,18.58992066220707,9.18861422950816e-5,0.006366099285359447,AT3G56710,SIB1,sigma factor binding protein 1
AT1G52800.1,-1.3897347080003393,0.16605115108102572,0.18347568962525657,18.578775757950403,9.23996027124026e-5,0.006388500926629942,AT1G52800,NA,NA
AT3G54040.1,-0.2558737859987022,-0.34513070303097354,5.991910811536504,18.55976663778459,9.328200707789513e-5,0.006436266944212387,AT3G54040,NA,NA
AT2G26690.1,0.08514293651686114,0.6354327902025249,5.3222872063670685,18.52491773325014,9.492163831166268e-5,0.006530037367273885,AT2G26690,AtNPF6.2;NPF6.2,NA;NRT1/ PTR family 6.2
AT3G55850.2,-0.34249743514355424,-0.038763706375541496,4.733312723109,18.522641983648715,9.502970872557972e-5,0.006530037367273885,AT3G55850,LAF3;LAF3 ISF1;LAF3 ISF2,LONG AFTER FAR-RED 3;LONG AFTER FAR-RED 3 ISOFORM 1;LAF3 ISOFORM 2
AT5G10400.1,-0.3383346742242523,-0.04882583955802028,4.969792567464111,18.43989174088074,9.90440486980697e-5,0.006791996172148038,AT5G10400,H3.1;HTR9,histone 3.1;NA
AT3G24500.1,0.27416865727055084,-1.4200796773114799,5.682345640235958,18.428182842083242,9.962559773309094e-5,0.006817961985799027,AT3G24500,ATMBF1C;MBF1C,NA;multiprotein bridging factor 1C
AT3G06435.1,0.5897612360431552,0.07537663225847502,3.403636764364105,18.420183595444218,1.0002486051512136e-4,0.006831372689083553,AT3G06435,NA,NA
AT1G66880.1,-0.23727326702304263,-0.586386924179717,6.472633366651145,18.403108250679555,1.0088249589971031e-4,0.006875970846292222,AT1G66880,NA,NA
AT1G02260.1,-0.18852590350502288,-0.36060232270913056,4.336499009978408,18.392643523275545,1.0141173318296093e-4,0.006898050725534116,AT1G02260,NA,NA
AT1G10050.1,-0.15956286446685228,-0.3006039075319156,4.618309678316101,18.365610961911226,1.0279174795714987e-4,0.00697779457546697,AT1G10050,NA,NA
AT4G31590.1,0.03451572808667856,0.43363503352345883,5.489988553112137,18.334464117801993,1.0440509730981232e-4,0.007073024354444181,AT4G31590,ATCSLC05;ATCSLC5;CSLC05;CSLC5,CELLULOSE-SYNTHASE LIKE C5;Cellulose-synthase-like C5;CELLULOSE-SYNTHASE LIKE C5;Cellulose-synthase-like C5
AT4G37300.1,-0.20994346982090084,0.6764202011901501,7.435311483067192,18.285215360755906,1.070079229076272e-4,0.00723476906547704,AT4G37300,MEE59,maternal effect embryo arrest 59
AT3G13270.1,-1.1115550816164945,0.34938008411188315,1.3527685005537204,18.233103769579934,1.0983274110259742e-4,0.007410842904677668,AT3G13270,NA,NA
AT1G03290.1,-0.017047357386792375,-0.46714976340328956,5.023278206474933,18.184779161119756,1.1251887410606686e-4,0.0075660017795994555,AT1G03290,NA,NA
AT4G00240.1,0.18868831492205426,-0.92020906147731385,3.034728897422622,18.18364657425681,1.1258261085053652e-4,0.0075660017795994555,AT4G00240,PLDBETA2,phospholipase D beta 2
AT1G44100.1,0.5301966044888011,-0.333688652475809,4.964548354058491,18.16619937488153,1.1356903279883678e-4,0.007617059161889248,AT1G44100,AAP5,amino acid permease 5
AT1G76970.1,0.043131462879966935,-0.7954013547849009,4.803899741200824,18.157010794451423,1.1409200231193452e-4,0.0076368913579394895,AT1G76970,NA,NA
AT3G09010.1,-0.5512288838282627,-0.7372909989295747,3.4252262203825543,18.151912521382226,1.1438320940896752e-4,0.007641162231729874,AT3G09010,NA,NA
AT3G04480.1,-0.3658987301937262,0.01441881800179564,5.356941384175876,18.12045377846765,1.1619660983458407e-4,0.007746901753297012,AT3G04480,NA,NA
AT1G27045.1,1.661595226921166,0.6937367868744165,-0.7806682046863368,18.114218055572863,1.1655946012923678e-4,0.007755704909430919,AT1G27045,ATHB54;HB54,homeobox protein 54;homeobox protein 54
AT3G45930.1,-0.42301121076367765,-0.0972927350869951,4.219117608083608,18.10926495398616,1.1684848329524583e-4,0.007759570623887055,AT3G45930,NA,NA
AT5G59680.1,-0.12985339156619036,-0.5663345397131498,3.1794188318206236,18.10167474802052,1.1729277786129666e-4,0.007773711877111026,AT5G59680,NA,NA
AT4G02220.1,-0.059063230592014127,-0.44893214470367293,4.371344834900515,18.086114177627888,1.182089083815611e-4,0.007819007361096881,AT4G02220,NA,NA
AT3G13750.1,-0.12399119354559629,0.6752122649923175,8.898807785927898,18.067811099776968,1.1929566698004037e-4,0.007875389001696103,AT3G13750,BGAL1;BGAL1,beta galactosidase 1;beta-galactosidase 1
AT4G28703.1,-1.2095143398918384,0.12286588020124274,0.6286572706763898,18.033462789616976,1.2136216363938494e-4,0.00799610082864826,AT4G28703,NA,NA
AT3G05320.1,0.8360516307750833,-0.8216057406187516,3.610113136176389,18.007139439173375,1.2297005105632214e-4,0.008077612342070129,AT3G05320,AtOFT1;OFT1,NA;O-FUCOSYL TRANSFERASE 1
AT5G25250.1,-0.06113087061908983,-0.9553288516227365,4.901703715335233,18.0053503905748,1.2308009996845145e-4,0.008077612342070129,AT5G25250,FLOT1,flotillin 1
AT1G22900.1,-0.5981963663397625,-0.17569672679479267,2.57607597007826,17.983067997946012,1.2445902670796106e-4,0.008152187554465706,AT1G22900,NA,NA
AT3G23110.1,-0.5083220375843284,-0.3226402177418285,3.9524537200190926,17.923720472249375,1.2820753547811232e-4,0.008379321147961883,AT3G23110,AtRLP37;EMB2800;RLP37,receptor like protein 37;EMBRYO DEFECTIVE 2800;receptor like protein 37
AT2G38750.1,0.47542739295948844,0.60891344975738,3.956241591750707,17.92032468738313,1.284254029879284e-4,0.008379321147961883,AT2G38750,ANNAT4;AtANN4,annexin 4;NA
AT4G14680.1,0.3100723406144428,0.23088401633226788,4.777968086302104,17.89911625755378,1.2979449983081378e-4,0.008442057905190042,AT4G14680,APS3;ATPS3,NA;NA
AT4G09250.1,-7.3534524873563285,2.3469744251831854,-1.6354992676797595,17.897654331894326,1.29889409469176e-4,0.008442057905190042,AT4G09250,NA,NA
AT5G41300.1,-0.6261025550776691,-1.0228616686904202,0.2725444242614814,17.892211782025285,1.3024335563741786e-4,0.008448720533066632,AT5G41300,NA,NA
AT5G06250.2,0.8462189442846579,0.1677351921886229,0.37711914390507756,17.8482117966223,1.3314045979719648e-4,0.008620011040665503,AT5G06250,DPA4;NGAL3,DEVELOPMENT-RELATED PcG TARGET IN THE APEX 4;NGATHA-like protein 3
AT5G22530.1,-1.0075403704948072,-0.6807664305992541,0.1687189521277747,17.836575232196388,1.3391736650582235e-4,0.00865363721024739,AT5G22530,NA,NA
AT3G15540.1,0.3882185579567501,-1.0579500965570099,2.990491053743993,17.832248883267233,1.3420736668081411e-4,0.008655731161629014,AT3G15540,IAA19;MSG2,indole-3-acetic acid inducible 19;MASSUGU 2
AT3G04220.1,0.19627026930323876,-1.248667709549801,1.875956275940858,17.81959140537471,1.3505942344767865e-4,0.008690153146094622,AT3G04220,NA,NA
AT1G03210.1,-0.22679868860979208,-0.29554698680264513,3.951067811607146,17.816648241057102,1.35258320796604e-4,0.008690153146094622,AT1G03210,NA,NA
AT5G56080.1,-0.6729290760887355,0.37834990415320785,3.2908257920014723,17.737010284788383,1.4075283593702222e-4,0.009025909910602712,AT5G56080,ATNAS2;NAS2,ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 2;nicotianamine synthase 2
AT1G08050.1,0.13261195702287135,-1.1674813713942098,4.024607269252231,17.690654900150953,1.440532622448462e-4,0.009217571827585515,AT1G08050,NA,NA
AT5G16960.1,2.3845201393804163,-0.40089420196780157,-0.45322644731131567,17.687366581228915,1.4429030359234513e-4,0.009217571827585515,AT5G16960,NA,NA
AT5G66910.1,-0.314806607559562,-0.33045515321339103,4.572007025195371,17.673927002530156,1.4526316910243496e-4,0.00926211196998106,AT5G66910,NA,NA
AT5G47560.1,0.6652719940853761,-0.3131666078722344,6.516653795356522,17.661576305136478,1.4616299533526172e-4,0.00930183516904444,AT5G47560,ATSDAT;ATTDT;TDT,NA;TONOPLAST DICARBOXYLATE TRANSPORTER;tonoplast dicarboxylate transporter
AT5G11920.1,-0.3816852059872172,-0.9287386482328323,3.8783792805175272,17.642856544739566,1.4753748596022946e-4,0.009371558796286636,AT5G11920,AtcwINV6;cwINV6,6-&1-fructan exohydrolase;6-&1-fructan exohydrolase
AT4G14270.1,-0.385811036471574,-0.16363197242953742,5.168922461872438,17.597880190857317,1.5089292246733835e-4,0.00956661128442925,AT4G14270,NA,NA
AT5G62610.1,-0.23533440442859008,-0.1658598096213714,5.282726850055587,17.555224740521382,1.5414568900448726e-4,0.009754432094027836,AT5G62610,NA,NA
AT3G61198.1,-0.8104488248531617,-0.1996856333494624,0.8363790403512882,17.545548723739635,1.548932540461347e-4,0.009770097896993327,AT3G61198,NA,NA
AT5G42250.1,-0.2531437998731846,-0.2734288259366617,4.405254325875093,17.544496473276133,1.5497476873690386e-4,0.009770097896993327,AT5G42250,NA,NA
AT1G77640.1,0.9666195994590683,-0.5365884144215004,1.887308272899506,17.526676534905707,1.5636175899526512e-4,0.009839078325391196,AT1G77640,NA,NA
AT3G22740.1,0.4035504098880967,0.9539283937058487,1.6846146061730716,17.488131828827896,1.5940444368669576e-4,0.009994697714196702,AT3G22740,HMT3,homocysteine S-methyltransferase 3
AT2G26020.1,-0.7618779874019942,6.805238139284546,-1.4220979630581514,17.4878145242157,1.594297355755441e-4,0.009994697714196702,AT2G26020,PDF1.2b,plant defensin 1.2b
AT2G45010.1,-0.12849580708119063,-0.29803129692320673,5.0359308874467,17.450739383205196,1.6241273893378335e-4,0.010162742744232752,AT2G45010,NA,NA
AT5G04730.1,0.6746237178834052,1.011381550680965,-0.6409283701580648,17.446537391408032,1.6275432614317126e-4,0.010165187485246915,AT5G04730,NA,NA
AT4G36280.1,-0.3347340623828789,-0.448557567842509,2.320116199071968,17.440156417804673,1.6327442090921144e-4,0.010178751561022862,AT4G36280,AtMORC2;CRH1;MORC2,NA;CRT1 Homologue 1;microrchidia 2
AT2G30362.1,1.2110987253901526,-1.5209382689587843,2.9447511501876162,17.39129025480666,1.6731285290934466e-4,0.010409789160626227,AT2G30362,NA,NA
AT4G00955.1,-0.03779189345173278,-0.6937260103067037,2.39564205430227,17.38786047849076,1.6760002190044606e-4,0.010409789160626227,AT4G00955,NA,NA
AT1G52410.2,0.5009364610151518,0.1460403216878782,5.169112128401829,17.33680173156634,1.7193382977469536e-4,0.010659263003854823,AT1G52410,AtTSA1;TSA1,NA;TSK-associating protein 1
AT3G56210.5,0.35357490622792415,0.03444818694650662,4.867370556428236,17.324044260769515,1.7303405547465267e-4,0.01070771700195079,AT3G56210,NA,NA
AT3G56200.1,0.581468943163988,-0.3018009681485644,4.794720957080684,17.31547724348186,1.7377683806904496e-4,0.010733914177933913,AT3G56200,NA,NA
AT1G59860.1,1.6065134313953495,-2.752242931188058,4.405801674618809,17.269509435177504,1.778171616033611e-4,0.010963325255405762,AT1G59860,NA,NA
AT1G67850.1,-0.28553888979426084,-0.2880287384380977,4.081791588679696,17.25945732606346,1.787131300658372e-4,0.010998385707824654,AT1G67850,NA,NA
AT4G36090.3,-0.14687882034451388,-0.3030327046293475,4.822453161246616,17.235551660796194,1.8086207560718013e-4,0.011110287869382937,AT4G36090,ALKBH9C,AtALKBH9C
AT5G14200.1,0.3456670818019278,0.13527749505643966,6.613939162533963,17.206333924557153,1.8352365984823974e-4,0.011239999577432934,AT5G14200,ATIMD1;IMD1,ARABIDOPSIS ISOPROPYLMALATE DEHYDROGENASE 1;isopropylmalate dehydrogenase 1
AT2G18160.1,0.22723496705709098,0.2116932440084486,6.080098617921564,17.201398123748717,1.8397713730099736e-4,0.011239999577432934,AT2G18160,ATBZIP2;bZIP2;FTM3;GBF5,basic leucine-zipper 2;basic leucine-zipper 2;FLORAL TRANSITION AT THE MERISTEM3;G-BOX BINDING FACTOR 5
AT2G18162.1,0.22723496705709098,0.2116932440084486,6.080098617921564,17.201398123748717,1.8397713730099736e-4,0.011239999577432934,AT2G18162,NA,NA
AT3G16700.1,-0.33866908878849006,-0.448106571576309,2.714002012731885,17.195567995086364,1.8451422493386652e-4,0.01125235387700142,AT3G16700,NA,NA
AT3G47050.1,-0.8069765504287989,-0.5139964854982098,0.09152850745796787,17.183694153855647,1.8561292947334815e-4,0.011294465422701561,AT3G47050,NA,NA
AT2G39330.1,1.2969669401801271,0.4745390436151783,2.3426201890983926,17.179524250866606,1.8600032714039284e-4,0.011294465422701561,AT2G39330,JAL23,jacalin-related lectin 23
AT4G09500.2,-0.3410748537275057,1.3454257244409182,2.738031565570535,17.17723728018337,1.8621313743755327e-4,0.011294465422701561,AT4G09500,NA,NA
AT1G60270.1,0.44453080538176926,-0.003431070023607657,4.124136605851462,17.117009973204777,1.9190598129923875e-4,0.011618783393904542,AT1G60270,BGLU6,beta glucosidase 6
AT1G21110.1,-1.0283875726163751,0.47477782060674073,4.917347735631115,17.090113239090044,1.9450423535377907e-4,0.011741681225713101,AT1G21110,IGMT3,indole glucosinolate O-methyltransferase 3
AT2G21140.1,0.3794559581801228,0.025814699645986563,7.182800598468556,17.086249137768107,1.9488039064878877e-4,0.011741681225713101,AT2G21140,ATPRP2;PRP2,proline-rich protein 2;proline-rich protein 2
AT1G67360.2,0.008338165830988337,-0.8104316490288953,4.966952201968237,17.085184351054263,1.9498417129777725e-4,0.011741681225713101,AT1G67360,LDAP1;SRP1,LD-associated protein 1;small rubber particle protein
AT4G32920.1,0.10449055537986802,0.3659648566443455,5.259097444966137,17.05074324958465,1.9837098380495201e-4,0.011924260818987472,AT4G32920,NA,NA
AT5G64100.1,-0.4896855532261126,-0.15660282666950953,6.193638734218521,17.045518664280344,1.9888986430713435e-4,0.011934102179372014,AT5G64100,NA,NA
AT4G23240.1,-0.5229148682571005,-0.36564598175543905,1.5847729824089074,17.00839034787024,2.0261657178038422e-4,0.012136046425961623,AT4G23240,CRK16,cysteine-rich RLK (RECEPTOR-like protein kinase) 16
AT1G26410.1,-1.4412931707651786,0.04089538408155651,0.4918286400901605,16.960045745016025,2.0757395492647366e-4,0.012410854152027345,AT1G26410,AtBBE6,"NA"
AT3G12580.1,0.9781463974334044,-1.6079469406937548,8.410236709953539,16.93965158963382,2.097014312576055e-4,0.012515785955804723,AT3G12580,ATHSP70;HSC70-4;HSP70,ARABIDOPSIS HEAT SHOCK PROTEIN 70;NA;heat shock protein 70
AT5G61900.1,0.262225277182519,-0.8054222621739183,5.548523676284002,16.93165076357242,2.1054200379343288e-4,0.012543674488416546,AT5G61900,BON;BON1;CPN1,NA;BONZAI 1;COPINE 1
AT5G22060.1,0.17932815886580086,-0.7131307718713912,7.308397520060097,16.917674047700586,2.1201849980882707e-4,0.012609284301904791,AT5G22060,ATJ2;J2,ARABIDOPSIS THALIANA DNAJ HOMOLOGUE 2;DNAJ homologue 2
AT3G19150.1,0.5826844661692304,-0.12336505968925293,3.2080316251435215,16.90310575297644,2.1356851221081733e-4,0.012679026762028063,AT3G19150,ACK1;AtKRP6;ICK4;KRP6,ARABIDOPSIS CDK INHIBITOR 1;NA;NA;KIP-related protein 6
AT1G69920.1,-1.6363855779869314,0.8311669789799669,0.47932853305892503,16.893219699109554,2.1462680053785488e-4,0.012719382278082891,AT1G69920,ATGSTU12;GSTU12,ARABIDOPSIS THALIANA GLUTATHIONE S-TRANSFERASE TAU 12;glutathione S-transferase TAU 12
AT4G30640.1,-0.5501533369964298,-0.4895444922880079,0.5401351817508279,16.868592778868063,2.1728593707457796e-4,0.012854299397147832,AT4G30640,NA,NA
