genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G27510.1,-0.1964042755568355,0.4353090707739669,6.214892498308657,9.351536341430709,0.009318364293139902,0.027603456490999333,AT1G27510,EX2,EXECUTER 2
AT4G05400.1,0.4787097780386627,-0.37703728775523143,4.260054688407152,9.349931238004737,0.00932584576409769,0.027620748059075655,AT4G05400,NA,NA
AT3G25410.1,-0.0073073512518924254,0.43836591284315385,4.886431317381041,9.347796125221882,0.009335806946464532,0.027645376501614256,AT3G25410,NA,NA
AT5G19280.2,-0.30939773535624965,0.15050003111786564,4.723777540072038,9.347105408682483,0.009339031701413654,0.027649195704948674,AT5G19280,KAPP;RAG1,kinase associated protein phosphatase;ROOT ATTENUATED GROWTH 1
AT4G28360.1,0.04314343629076433,0.29617026648718603,5.0424862419151895,9.3468148746522,0.009340388453216485,0.027649195704948674,AT4G28360,NA,NA
AT2G25730.2,0.21675945954772427,0.001901915772739639,7.692395917045478,9.345769041452122,0.009345273974638283,0.027658783914719612,AT2G25730,NA,NA
AT2G17640.1,0.23037021481977304,0.3161536605272973,3.2080330510864243,9.342029409745736,0.009362764262781707,0.027705667932089114,AT2G17640,ATSERAT3;1;SAT-106,NA;SERINE ACETYLTRANSFERASE 106
AT4G34910.1,0.3833136873168727,-0.32096776053279386,4.638407401162975,9.337353034680802,0.009384681775091908,0.02776563387456304,AT4G34910,NA,NA
AT3G16370.1,0.4172698106312598,0.011373904625251672,8.386223755781119,9.336190705941021,0.009390137402917052,0.027776882942701805,AT3G16370,NA,NA
AT1G31910.1,0.30752045942430606,-0.25701041081032694,7.583001361414487,9.333157034885787,0.009404391504770083,0.027814150156449405,AT1G31910,NA,NA
AT4G34881.1,-0.3117327337175778,0.0572543065579025,6.147716856414517,9.330328622052527,0.009417700664311872,0.027848610008761685,AT4G34881,NA,NA
AT4G22330.1,-0.19501320947483966,-0.06583525252913015,5.464659204708957,9.329883692887044,0.009419796002221134,0.027849903738351434,AT4G22330,AtACER;ATCES1,CERAMIDASE;NA
AT2G31320.1,0.14115234292368184,0.23288684548322436,4.063561412312355,9.324644323788313,0.009444505247349067,0.027918043929300893,AT2G31320,PARP1,POLY(ADP-RIBOSE) POLYMERASE 1
AT1G54000.1,-0.6791968611580257,0.6515510428826125,6.7131938922659335,9.323905110462476,0.00944799664459855,0.02792129972631867,AT1G54000,GLL22,GDSL lipase-like protein 22
AT2G41480.1,-0.027406073708388004,-0.7793992741352104,3.213745358806667,9.3237073679896,0.009448930825889733,0.02792129972631867,AT2G41480,AtPRX25;PRX25,NA;peroxidase 25
AT5G57280.1,0.34408974108783785,-0.620465205054957,3.9573075607357695,9.316938146842707,0.009480965959715367,0.028011035377639545,AT5G57280,RID2,root initiation defective 2
AT5G15200.1,0.24502382363613276,-0.04657575562445881,7.900838682006779,9.313601775652486,0.009496795169916465,0.028052868306563516,AT5G15200,NA,NA
AT2G26355.1,-0.3433751218354671,7.240133090845202e-4,3.912449139079699,9.310478123739216,0.009511639099917877,0.028091776589226514,AT2G26355,NA,NA
AT5G54650.1,0.0032710235197719846,-0.3871200053248535,4.996316749850812,9.30971360154437,0.009515275724544279,0.028097577236178475,AT5G54650,ATFH5;Fh5,FORMIN HOMOLOGY 5;formin homology5
AT2G19760.1,0.30674690013197026,-0.2638770009187358,6.220293217384737,9.30729053869545,0.00952681076621877,0.02812669491418438,AT2G19760,PFN1;PRF1,PROFILIN 1;profilin 1
AT5G65110.1,-0.3441725523023503,0.6955235320481611,6.4010725243875495,9.304974283053504,0.009537850422244738,0.028154340053292804,AT5G65110,ACX2;ATACX2,acyl-CoA oxidase 2;NA
AT5G18255.1,0.39833426335311184,-0.23890721088431405,4.367507451185017,9.303517749266206,0.00954479905286554,0.028169901491406923,AT5G18255,NA,NA
AT1G02000.1,-0.39139318084762176,0.32635216619629615,4.2454808195436025,9.301571976308193,0.009554089577388958,0.028192367962507837,AT1G02000,GAE2,UDP-D-glucuronate 4-epimerase 2
AT3G11520.1,0.4521089982610602,-0.17651939893125038,2.5685120148573835,9.300995261532837,0.009556844966950511,0.028195545943063158,AT3G11520,CYC2;CYCB1;3,CYCLIN 2;CYCLIN B1;3
AT1G55080.1,-0.3767148661650294,0.1562245399844123,4.389235696163673,9.299000569464962,0.009566381203048405,0.028218724816507487,AT1G55080,MED9,"NA"
AT5G19000.2,-0.09207211407429809,-0.20559980518548981,5.457907691828586,9.296280503523988,0.009579400648323385,0.028252168449997287,AT5G19000,ATBPM1;BPM1,BTB-POZ AND MATH DOMAIN 1;BTB-POZ and MATH domain 1
AT3G48425.1,0.41855548816213306,-0.0443160280261292,2.8163100079711825,9.294954633202124,0.009585753275291048,0.02826594159585998,AT3G48425,NA,NA
AT1G21900.1,-0.0815261468094084,-0.2761753483264579,4.905032872279382,9.284362866734696,0.009636652965790325,0.028411044782785482,AT1G21900,p24delta5,p24 subfamily delta 5
AT5G55700.1,-0.27964269900321986,0.562796378378711,4.0424748113835145,9.283628303896268,0.009640192979418894,0.02841649444836954,AT5G55700,BAM4;BMY6,beta-amylase 4;BETA-AMYLASE 6
AT3G21295.1,0.13917151899066327,-0.4998535498000528,3.831221042038452,9.282645634543032,0.00964493070432793,0.028425472088071033,AT3G21295,NA,NA
AT3G21690.1,-0.07762899404556083,-0.3791711873332081,6.649229699994202,9.28134044706772,0.009651226979937264,0.028439039122253304,AT3G21690,NA,NA
AT3G24840.1,0.5547534677996725,-0.5346561159177182,4.232009680277639,9.277568959013177,0.009669443894391009,0.028487721498048856,AT3G24840,NA,NA
AT1G49750.1,-0.7418446494698925,0.524799117513345,8.554245932736968,9.27516209815127,0.009681087402094442,0.028517023894053046,AT1G49750,NA,NA
AT5G42010.1,-0.2479378735239717,-0.6625263479481858,2.37777631611394,9.274351178675353,0.009685013489136975,0.028523587237730023,AT5G42010,NA,NA
AT3G53920.1,-0.20593412595521365,0.5345149254975962,5.864529968789663,9.270233528188978,0.009704973779713496,0.02857736275642542,AT3G53920,SIG3;SIGC,SIGMA FACTOR 3;RNApolymerase sigma-subunit C
AT1G26580.1,0.1530045658090415,0.13254919336643434,7.048209579749397,9.264959617516794,0.009730599133716638,0.028647797905241114,AT1G26580,NA,NA
AT4G22360.1,-0.3273722774058244,0.5259672416854738,4.811279552380053,9.26388210735194,0.009735842955896077,0.028658213740336117,AT4G22360,NA,NA
AT1G32330.1,0.19779729276827374,-0.5676193205834478,4.5582861873252325,9.260911767753491,0.009750313078458911,0.028695779503334136,AT1G32330,ATHSFA1D;HSFA1D,heat shock transcription factor A1D;heat shock transcription factor A1D
AT2G14460.1,0.43870545345963186,-0.5080545685943472,3.461354316925376,9.259461499395375,0.0097573859278011,0.028711565283084724,AT2G14460,NA,NA
AT2G35000.1,-0.09660487498973827,-0.5685848679553355,2.5127332126296897,9.255346508665847,0.009777482371199834,0.028765661357931,AT2G35000,ATL2G;ATL9,NA;Arabidopsis toxicos en levadura 9
AT4G26980.1,0.5180738462741815,-0.3408102666243723,3.1151586459416496,9.25337728471452,0.009787114138432898,0.02878895647198989,AT4G26980,NA,NA
AT2G13290.1,0.42097344913702,-0.1746501934075778,3.8022503359729267,9.251564651957203,0.009795988381104655,0.028810015548700472,AT2G13290,NA,NA
AT5G02120.1,0.022567026884348668,0.4525021795995968,4.624162237589698,9.248662666232057,0.009810212607457324,0.02884307918545485,AT5G02120,OHP;OHP1;PDE335,one helix protein;one-helix LHC-like protein 1;PIGMENT DEFECTIVE 335
AT1G55480.1,-0.4191590963644036,0.21511898184385236,7.318802405785825,9.248570522822508,0.0098106645910881,0.02884307918545485,AT1G55480,ZKT,"protein containing PDZ domain, a K-box domain, and a TPR region"
AT3G55450.2,-0.31376972221174665,-0.2345464790952333,5.695441450698968,9.24720926623774,0.009817344279910621,0.02885766693932083,AT3G55450,PBL1,PBS1-like 1
AT1G05410.1,0.21652625663196742,0.17365609374933044,4.050197651507586,9.24565440543286,0.009824979549385784,0.02887375769829945,AT1G05410,NA,NA
AT5G19730.1,0.4349919323808071,-0.6942213589278351,3.876746022754497,9.245394606094948,0.009826255893873323,0.02887375769829945,AT5G19730,NA,NA
AT1G53800.2,0.15546062969836802,0.31785643916411016,6.259577648213047,9.24430229105699,0.009831624043207298,0.02888447924131504,AT1G53800,NA,NA
AT3G62680.1,-0.8332051039074063,0.41167333317061416,5.833117728136428,9.24044477660453,0.009850605158223271,0.02893518378265304,AT3G62680,ATPRP3;PRP3,ARABIDOPSIS THALIANA PROLINE-RICH PROTEIN 3;proline-rich protein 3
AT2G03350.1,-0.34685533559907855,0.47648197627561495,4.893372506762546,9.240083107058359,0.009852386651244903,0.02893535722976628,AT2G03350,NA,NA
AT1G80910.1,0.07442434365058281,-0.4318291892382914,4.902338926733876,9.239565638573348,0.009854936130846599,0.028937785712653735,AT1G80910,CCZ1b,CALCIUM CAFFEINE ZINC SENSITIVITY 1b
AT1G04940.1,0.05556281526623994,0.27555310804337635,5.647607470960925,9.23848513149224,0.009860261733441516,0.02894703475951688,AT1G04940,atTIC20;AtTic20-I;TIC20;Tic20-I,translocon at the inner envelope membrane of chloroplasts 20;translocon at the inner envelope membrane of chloroplasts 20-I;translocon at the inner envelope membrane of chloroplasts 20;translocon at the inner envelope membrane of chloroplasts 20-I
AT1G65590.1,-0.19388791192630384,0.5840800438851071,4.959695473355524,9.23822744775804,0.00986153222981815,0.02894703475951688,AT1G65590,ATHEX1;HEXO3,NA;beta-hexosaminidase 3
AT4G31000.1,-0.3927724265694993,-0.10945702653666572,5.973265689116332,9.235369069163797,0.009875636302428312,0.028983370762490076,AT4G31000,NA,NA
AT5G45775.2,0.2557334252636537,-0.07149436660048328,6.25019007568647,9.232944275689018,0.009887616752722933,0.029013462677553285,AT5G45775,NA,NA
AT5G46390.2,-0.15683766353859238,0.43753440390276666,4.85081967533655,9.232322745376347,0.009890689956986547,0.029017411908385783,AT5G46390,NA,NA
AT5G44600.1,0.0133104643145439,0.5323448588701171,3.053580051753732,9.230027293893595,0.00990204827331933,0.02904334438856169,AT5G44600,NA,NA
AT3G10610.1,0.3016077505875691,-0.1816097318671451,4.686625403001421,9.229822371058992,0.009903062903198924,0.02904334438856169,AT3G10610,NA,NA
AT5G08170.1,-0.27051158016466187,0.02361761593726285,4.531553287802217,9.229488592325541,0.009904715757013507,0.02904334438856169,AT5G08170,ATAIH;EMB1873,AGMATINE IMINOHYDROLASE;EMBRYO DEFECTIVE 1873
AT1G07200.2,-0.35190514067805995,0.23516245776519354,5.012070211703234,9.226286957241323,0.009920584097517157,0.029084797950120544,AT1G07200,SMXL6,SMAX1-like 6
AT5G51750.1,-0.011270563698215908,0.48003923841535345,5.667209063402381,9.224593741950855,0.009928986496124885,0.02910435249492269,AT5G51750,ATSBT1.3;SBT1.3,subtilase 1.3;subtilase 1.3
AT3G58680.1,0.26291492076075784,0.0291813739963159,7.2687930037519335,9.221562255807001,0.009944047700191938,0.029140295628655426,AT3G58680,ATMBF1B;MBF1B,MULTIPROTEIN BRIDGING FACTOR 1B;multiprotein bridging factor 1B
AT2G04795.1,-1.018246234130755,1.351378969902449,2.07058389645884,9.221427480106446,0.00994471783076859,0.029140295628655426,AT2G04795,NA,NA
AT3G52072.1,-0.0416490742787145,0.6980712846126347,2.0507574982885197,9.215591051102649,0.009973781036268378,0.02921795930613531,AT3G52072,NA,NA
AT5G19010.1,-0.04751876165208703,0.36436271276729026,6.316465198141779,9.215406648572952,0.00997470067389047,0.02921795930613531,AT5G19010,MPK16,mitogen-activated protein kinase 16
AT4G02900.1,0.3423465807912658,0.0450907535735781,3.105386828268831,9.212296213872868,0.00999022557060517,0.02925833322186127,AT4G02900,NA,NA
AT2G25690.1,0.6359856002587129,-0.7622139766454016,2.181610723986661,9.204570247736278,0.010028892279169014,0.02936645657970372,AT2G25690,NA,NA
AT1G14840.1,0.2962339989924554,0.10690928347592737,5.249133879930035,9.203460038494958,0.010034460909056377,0.02937764182837889,AT1G14840,ATMAP70-4;MAP70-4,microtubule-associated proteins 70-4;microtubule-associated proteins 70-4
AT3G23050.1,0.3571868651983927,-0.07104599379891055,7.187238038442993,9.201427236337864,0.010044665130859531,0.029402392321538465,AT3G23050,AXR2;IAA7,AUXIN RESISTANT 2;indole-3-acetic acid 7
AT3G58560.1,0.2915984031373197,-0.25200282658106593,6.5657726135318155,9.196446876902574,0.01006970932156523,0.029470565660796918,AT3G58560,AtCCR4a,"NA"
AT3G63030.1,0.38265672468456163,-0.7320109150835924,3.370017220890076,9.195242105432172,0.0100757769981756,0.029483187213438754,AT3G63030,MBD4,methyl-CPG-binding domain 4
AT1G72770.1,0.0401288897706636,-0.46244205227910173,4.8975769531686515,9.194581597429227,0.01007910511337862,0.02948578024536541,AT1G72770,AtHAB1;HAB1,NA;HYPERSENSITIVE TO ABA1
AT3G46980.3,0.24949375893351558,7.668025818633978e-4,4.42135428189926,9.194369592749581,0.010080173578732875,0.02948578024536541,AT3G46980,PHT4;3,phosphate transporter 4;3
AT5G19320.1,0.32701626497264663,-0.38933248540612486,4.632258134715058,9.188386991009823,0.01011037155382473,0.029565599025776466,AT5G19320,RANGAP2,RAN GTPase activating protein 2
AT5G18370.1,0.40588540918761495,-0.6199628347805651,3.4206740942090206,9.188266476254022,0.010110980796659669,0.029565599025776466,AT5G18370,DSC2,DOMINANT SUPRESSOR OF camta3 NUMBER 2
AT1G12050.1,0.10686498355653773,0.2222086974748575,5.333039056669059,9.184157096849615,0.010131777082422447,0.029621253603831305,AT1G12050,AtFAH;FAH;SSCD1,NA;fumarylacetoacetate hydrolase;short-day sensitive cell deathshort-day sensitive cell deathshort-day sensitive cell death 111
AT4G25670.1,0.13159996565344323,-0.5601153833295788,4.853649792658011,9.181988506159215,0.010142768879251677,0.029643071399190837,AT4G25670,NA,NA
AT4G25672.1,0.13159996565344323,-0.5601153833295788,4.853649792658011,9.181988506159215,0.010142768879251677,0.029643071399190837,AT4G25672,NA,NA
AT1G33420.1,0.12804762063861738,-0.49324484328276136,4.043178336555854,9.181072536822935,0.010147415175775932,0.029651492005193923,AT1G33420,NA,NA
AT2G18100.1,0.4706244187377133,0.1284829688713059,1.94044704992301,9.179626800070471,0.01015475307315445,0.029667773369725495,AT2G18100,NA,NA
AT5G42670.1,0.25875400593742237,0.20334579749424195,3.3747240903339737,9.177754724331162,0.010164262756605492,0.029690392983518634,AT5G42670,NA,NA
AT1G33780.1,-0.1834409223775251,0.5234129084857623,5.2066105237659075,9.171301368080524,0.010197112530224059,0.029781170618086574,AT1G33780,NA,NA
AT5G62550.1,0.39946581386295565,-0.19710330403916812,4.340061350150067,9.170830648319976,0.01019951280386129,0.029783002884071926,AT5G62550,NA,NA
AT2G41310.1,-0.06606501028195208,-0.3549580018510498,5.44470688475072,9.169177975208381,0.01020794451737921,0.029802443508420814,AT2G41310,ARR8;ATRR3;RR3,RESPONSE REGULATOR 8;response regulator 3;response regulator 3
AT3G20440.2,0.008794350792397996,0.5859911966418274,4.331722704228833,9.16819990049521,0.010212937804434597,0.029811840517236628,AT3G20440,BE1;EMB2729,BRANCHING ENZYME 1;EMBRYO DEFECTIVE 2729
AT1G53400.1,-0.0022409361695315245,0.4468883149815959,4.768147152398797,9.166462281762449,0.01022181475608834,0.02983256881298263,AT1G53400,NA,NA
AT3G24982.1,0.7107484765374537,-0.15857362737714145,3.7718927277380745,9.164733036817985,0.01023065658870621,0.029853187429855065,AT3G24982,ATRLP40;RLP40,receptor like protein 40;receptor like protein 40
AT3G22440.1,-0.3062278727488631,0.574142074481404,8.635128107824494,9.163857524156356,0.010235136103792817,0.029861071797085015,AT3G22440,NA,NA
AT3G15090.1,0.44834888822521257,-0.571212131902962,4.1848939905402185,9.161573161997506,0.010246833161403209,0.029890006993994186,AT3G15090,NA,NA
AT2G32910.1,-0.0017766533524600009,-0.318266158489593,5.776777700936701,9.160098327629907,0.010254392138973393,0.029906863462259382,AT2G32910,NA,NA
AT4G25320.1,0.37618560475399776,-0.36817730584618175,4.593424932412097,9.157083162305703,0.010269863141750064,0.029942738612660013,AT4G25320,AHL3,AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 3
AT5G40850.1,-0.4222176792818466,0.2737505330049639,7.89040017563845,9.157006316621597,0.010270257746660336,0.029942738612660013,AT5G40850,AtUPM1;UPM1,NA;urophorphyrin methylase 1
AT4G28730.1,-0.24384702918547926,-0.2854515981555384,3.990081081655838,9.153711078453322,0.010287193167052525,0.029986909250965702,AT4G28730,GrxC5,glutaredoxin C5
AT3G25740.1,0.06649493612565127,0.5150155297202905,3.2548257771826496,9.145911090827926,0.010327391492412944,0.030095205943259165,AT3G25740,MAP1B;MAP1C,methionine aminopeptidase 1C;METHIONINE AMINOPEPTIDASE 1C
AT1G61740.1,0.6761743848154397,-0.26569343126436795,7.730888513354476,9.1458071960148,0.010327927987552181,0.030095205943259165,AT1G61740,NA,NA
AT5G64640.1,0.1656176017345866,0.2517148333437397,4.0600089162589565,9.142804656600962,0.010343444637399021,0.030131951884824735,AT5G64640,NA,NA
AT2G40480.1,-0.0736860662129392,-0.336632232829672,4.415504075994853,9.142672984055926,0.010344125633655827,0.030131951884824735,AT2G40480,NA,NA
AT1G10865.1,-0.04277996551951554,-0.4201073852935112,4.07096623377686,9.140966463948033,0.010352955629457651,0.030148485725107886,AT1G10865,NA,NA
AT3G60720.1,-0.4431354800356528,0.033061034171002465,2.245155799258891,9.140540357286014,0.010355161596126228,0.030148485725107886,AT3G60720,PDLP8,plasmodesmata-located protein 8
AT1G56140.1,-0.33911679302079406,-0.1107451744867352,5.878745660582243,9.140535724169041,0.010355185584491488,0.030148485725107886,AT1G56140,NA,NA
AT1G08920.2,-0.3947061610241127,0.6223605130992473,4.201557667352819,9.136820384366546,0.010374439979691702,0.030196491918964535,AT1G08920,ESL1,ERD (early response to dehydration) six-like 1
AT5G42940.1,-0.23875058234359933,-0.0337644743942883,5.772764395961421,9.136660485777481,0.010375269442006268,0.030196491918964535,AT5G42940,NA,NA
AT2G41490.1,-0.1662391271278059,-0.15714425690481656,4.213476820674376,9.136067326134683,0.010378346993911687,0.03020021672453186,AT2G41490,GPT,UDP-glcnac-adolichol phosphate glcnac-1-p-transferase
AT2G24980.1,-1.353888652419915,0.746923188312932,6.297775076367232,9.13462939031669,0.010385811375352562,0.030216703376263886,AT2G24980,EXT6,extensin 6
AT4G05190.1,0.2650408964316192,0.09161367164583017,4.630116775781877,9.132421362407452,0.010397283787727404,0.030244843350655005,AT4G05190,ATK5,kinesin 5
AT1G61960.1,0.5563011086734833,-0.3008131466494763,2.395230186306228,9.13179821791081,0.010400523797535944,0.030249030345361205,AT1G61960,NA,NA
AT2G28320.1,0.17839706144341463,-0.4555606347855555,5.466842871951556,9.130341945563279,0.010408099552895084,0.030261223471192592,AT2G28320,NA,NA
AT5G01730.1,-0.32476253582205095,0.02414966417979478,5.329914992445422,9.130299796521136,0.010408318900919745,0.030261223471192592,AT5G01730,ATSCAR4;SCAR4;WAVE3,NA;SCAR family protein 4;NA
AT1G61990.1,0.46111273796049335,-0.10997989037127802,3.672070284215804,9.127745037326207,0.01042162277036439,0.03029425563830157,AT1G61990,NA,NA
AT5G15630.1,0.5781567103130703,-0.6656345313956735,2.7307732706961145,9.127425690956102,0.010423286956925,0.03029425563830157,AT5G15630,AtCOBL4;COBL4;IRX6,NA;COBRA-LIKE4;IRREGULAR XYLEM 6
AT3G14940.1,-0.3306646481337868,0.008909261880724217,7.138175978201837,9.12562621876583,0.0104326693846516,0.03031627970814085,AT3G14940,ATPPC3;PPC3,phosphoenolpyruvate carboxylase 3;phosphoenolpyruvate carboxylase 3
AT5G61830.1,0.23703611836002536,0.18545062095612516,2.9610051154164974,9.12515071446953,0.010435150069091084,0.030318243862099813,AT5G61830,NA,NA
AT5G23520.1,0.30450414510265206,-0.6022164045783327,4.226222134678278,9.123517417922299,0.010443675397003282,0.03033776638323675,AT5G23520,NA,NA
AT1G63650.1,0.531692798292316,-0.009501242513987766,2.0223588445341547,9.12048791584678,0.010459506952554428,0.030378502298748587,AT1G63650,AtEGL3;ATMYC-2;EGL1;EGL3,NA;NA;NA;ENHANCER OF GLABRA 3
AT2G15620.1,-0.09299837053117488,-0.3549490499853731,8.5307552086489,9.116102537973475,0.010482466560172014,0.03043992320558853,AT2G15620,ATHNIR;NIR;NIR1,ARABIDOPSIS THALIANA NITRITE REDUCTASE;NITRITE REDUCTASE;nitrite reductase 1
AT5G67070.1,0.1097948637754535,0.29435725104598814,5.374953187122553,9.10919056911947,0.010518756473928912,0.030540025925601764,AT5G67070,RALF34;RALFL34,RAPID ALKALINIZATION FACTOR 34;ralf-like 34
AT5G10800.1,0.39429247670050765,-0.01403764756505033,3.2429960148446013,9.106685065782116,0.01053194212110033,0.030573025003000593,AT5G10800,NA,NA
AT2G35945.1,0.32402470067689065,-0.5887656766359524,4.915590657086562,9.105615508726533,0.010537575883876054,0.030584094207538673,AT2G35945,NA,NA
AT4G31780.2,-0.2741768075642576,0.41918169914266246,6.578189527170258,9.099708405833445,0.010568745163748096,0.030669260667784463,AT4G31780,EMB2797;MGD1;MGDA;UGT81A1,EMBRYO DEFECTIVE 2797;monogalactosyl diacylglycerol synthase 1;MONOGALACTOSYLDIACYLGLYCEROL SYNTHASE A;UDP-glycosyl transferase 81A1
AT1G73930.1,0.31650478255563746,-0.13465649325228274,4.946498120966081,9.097925754575884,0.010578169556654114,0.030691307492613548,AT1G73930,NA,NA
AT4G17840.1,0.03180231738338187,-0.41151096086845473,5.5885648536487915,9.09563451718951,0.01059029504970751,0.030721182272498097,AT4G17840,NA,NA
AT1G72050.2,0.3781617453550588,-0.18701557936860377,5.187663787020842,9.094136665475894,0.010598229366238006,0.030733727729474768,AT1G72050,TFIIIA,transcription factor IIIA
AT2G30620.1,0.26948487760244605,0.0016843491627321213,7.248162952595722,9.094127346074757,0.010598278750928468,0.030733727729474768,AT2G30620,H1.2,Histone 1.2
AT1G08590.1,-0.35231694673903663,0.3653633253828598,4.252726503100885,9.090202476123727,0.01061909760497183,0.03078878506488122,AT1G08590,ATPXL1;PXL1,PHLOEM INTERCALATED WITH XYLEM-LIKE 1;PXY-like1
AT4G31600.1,0.2679520695058695,-0.8254009581169233,3.7649712680696807,9.089085779147782,0.010625028417639263,0.030800664777898532,AT4G31600,UTr7,UDP-galactose transporter 7
AT1G75980.1,0.37294784493804795,-0.048869720566766854,2.8592652744543976,9.084217723865613,0.010650921529987062,0.030870398685688864,AT1G75980,NA,NA
AT3G08010.1,0.006555958748965701,0.433761340710807,5.855196314687121,9.08336237204145,0.010655477646768169,0.03087827652027919,AT3G08010,ATAB2,"NA"
AT5G22890.1,-0.1658374381782643,-0.24751701257083383,3.968593784411446,9.080499082624389,0.010670743429939471,0.03091718159357592,AT5G22890,STOP2,sensitive to proton rhizotoxicity 2
AT3G27930.1,0.15030306145767847,-0.4680843691330129,4.081007745170835,9.080032504343038,0.01067323308889852,0.03091906236599521,AT3G27930,AtOM47;OM47,NA;outer membrane 47
AT2G14100.1,-0.4363481724641989,0.019350935173841153,2.128127534962895,9.078925116865578,0.010679144427616439,0.030930852972332508,AT2G14100,CYP705A13,"""cytochrome P450, family 705, subfamily A, polypeptide 13"""
AT3G20070.1,0.36602621005657626,0.10537970657434356,3.4537349403644684,9.078012389904357,0.010684019111366589,0.03093963748523484,AT3G20070,TTN9,TITAN9
AT5G22390.1,-0.6967036720087153,0.46028468281934254,2.9319589748654193,9.077021804004191,0.010689312141403024,0.030948405131092874,AT5G22390,NA,NA
AT3G22200.2,0.0632544307502384,0.3464004638280756,7.817885160451504,9.076756294593373,0.010690731292084763,0.030948405131092874,AT3G22200,GABA-T;HER1;POP2,GAMMA-AMINOBUTYRATE TRANSAMINASE;HEXENAL RESPONSE1;POLLEN-PISTIL INCOMPATIBILITY 2
AT5G58650.1,-0.7845104092452209,0.8433642205575532,3.436672967702829,9.072236661197175,0.010714917703308608,0.03101307761851849,AT5G58650,PSY1,plant peptide containing sulfated tyrosine 1
AT4G09180.1,0.3053672929981286,-0.6777501012727462,3.794951945698567,9.07174075961914,0.010717574805009025,0.031015424487398212,AT4G09180,FBH2,FLOWERING BHLH 2
AT5G41700.4,-0.21080830238877943,0.47871678855702426,8.269464401465154,9.070899841531968,0.010722082053751442,0.03102312373768007,AT5G41700,ATUBC8;UBC8,ARABIDOPSIS THALIANA UBIQUITIN CONJUGATING ENZYME 8;ubiquitin conjugating enzyme 8
AT4G15810.1,0.0862479726660465,0.491203288252431,3.1163381835177306,9.070342243007872,0.010725071779062888,0.031026430311086182,AT4G15810,NA,NA
AT3G16530.1,-0.7202624003313449,-0.026458170208729176,7.3215733245480115,9.064036729305762,0.010758938681594145,0.03111904457852962,AT3G16530,NA,NA
AT1G59980.1,-0.4380868774742045,0.6242369006637808,2.967746585858281,9.063065812656705,0.010764162965923777,0.031125051225336396,AT1G59980,ARL2;ATDJC39;GPS4,ARG1-like 2;NA;gravity persistence signal 4
AT4G05450.1,0.45368204905610465,-0.24996633227911352,3.6305759331975946,9.06274506031454,0.01076588941960247,0.031125051225336396,AT4G05450,ATMFDX1;MFDX1,ARABIDOPSIS MITOCHONDRIAL FERREDOXIN 1;mitochondrial ferredoxin 1
AT1G19370.1,0.27507292811781153,-0.0397561266278581,5.037564897874182,9.062617932279576,0.010766573764535377,0.031125051225336396,AT1G19370,NA,NA
AT5G49430.1,0.24881561768035088,0.053332473065563005,4.895505362348594,9.062246100881458,0.010768575625706224,0.031125482095017008,AT5G49430,NA,NA
AT1G80460.1,-0.1166844298389669,-0.4072802219677384,6.696312255511838,9.053262547053604,0.010817054461646394,0.03126022671618747,AT1G80460,GLI1;NHO1,NA;nonhost resistance to P. s. phaseolicola 1
AT3G59840.1,0.05310183737852621,0.5666904992235099,2.8173546821767492,9.051349266237136,0.010827407444293696,0.031284763958838974,AT3G59840,NA,NA
AT1G05140.1,-0.005096007258475079,0.46834597357924257,5.784014569093581,9.049732688795238,0.010836162653499789,0.031304676941727075,AT1G05140,NA,NA
AT1G18000.1,-0.6984790023095339,0.7367057204928352,5.2369440966291965,9.047835393123142,0.01084644723320295,0.031329000527953295,AT1G18000,NA,NA
AT1G37130.1,-0.4387324468743636,0.45385781192711305,10.186438646201523,9.044043044607122,0.010867033498642594,0.031383066141257854,AT1G37130,ATNR2;B29;CHL3;NIA2;NIA2-1;NR;NR2,ARABIDOPSIS NITRATE REDUCTASE 2;NA;CHLORATE RESISTANT 3;nitrate reductase 2;NA;NITRATE REDUCTASE;NITRATE REDUCTASE 2
AT5G42240.1,-0.006584527763160949,0.32619368434712825,5.0759775259416875,9.043170638860747,0.010871774763879304,0.03139136202447722,AT5G42240,scpl42,serine carboxypeptidase-like 42
AT5G61480.1,0.39418700834924164,-0.06188338368541357,5.510171134692423,9.042706298298317,0.010874299159917075,0.03139325512759013,AT5G61480,PXY;TDR,PHLOEM INTERCALATED WITH XYLEM;TDIF receptor
AT2G02410.1,-0.3949088171002354,0.43451602295866776,4.002759828215179,9.040610296375867,0.010885701409630046,0.03142077284886171,AT2G02410,NA,NA
AT3G18080.1,4.910699036474937e-5,0.4694173640640228,8.138899587937205,9.038237837648193,0.010898622010170899,0.03145266297008434,AT3G18080,BGLU44,B-S glucosidase 44
AT2G33430.1,-0.07085791941849569,0.45955741587115473,6.592956791422197,9.035412890494882,0.010914026902722893,0.031491710398289574,AT2G33430,DAL;DAL1;MORF2,DIFFERENTIATION AND GREENING-LIKE;differentiation and greening-like 1;multiple organellar RNA editing factor 2
AT1G53920.1,-0.5008674223721872,-0.19632041198496633,3.189318864344622,9.03399639076753,0.010921759498770717,0.0315086103073758,AT1G53920,GLIP5,GDSL-motif lipase 5
