genes,logFC,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G08840.2,-0.42910694085969264,3.6386744280271537,8.618056129385106,0.003328468632126128,0.01705446827946053,AT1G08840,emb2411;JHS1,embryo defective 2411;jing he sheng 1
AT1G65970.1,0.4404679552855982,5.061283498908996,8.616054571435951,0.0033321281933855443,0.017070616184500845,AT1G65970,TPX2,thioredoxin-dependent peroxidase 2
AT4G25300.1,0.5356572457613651,2.3128178672971633,8.613220190892385,0.00333731744860083,0.017094594650592237,AT4G25300,NA,NA
AT5G43720.1,-0.3925131763210631,4.449032651179153,8.612085846849855,0.0033393965350696185,0.017102637154611997,AT5G43720,NA,NA
AT2G18150.1,0.3882035676325314,5.15166552724,8.610316925416612,0.003342641336559184,0.01711664647836966,AT2G18150,NA,NA
AT1G36610.1,2.855572592034289,-1.4454749630928365,8.608116615831008,0.003346681922928655,0.017134725883627713,AT1G36610,NA,NA
AT5G53990.1,0.7027354224719347,1.6702867075664052,8.607571069316274,0.003347684516977242,0.01713724788840178,AT5G53990,NA,NA
AT5G53450.1,-0.8169654700703266,7.398038266511548,8.600811760186701,0.003360131989600148,0.017198348075330414,AT5G53450,ORG1,OBP3-responsive gene 1
AT5G04430.2,-0.3123475250412788,7.267630708286002,8.599487154123718,0.003362576799462078,0.017208240270411932,AT5G04430,BTR1;BTR1L;BTR1S,BINDING TO TOMV RNA 1;binding to TOMV RNA 1L (long form);BINDING TO TOMV RNA 1S (SHORT FORM)
AT1G25211.1,0.5324205355878676,4.698797111081895,8.598348437091076,0.0033646799614168365,0.01721638131011551,AT1G25211,NA,NA
AT1G13820.1,-0.40870954067541565,5.170289950393691,8.597624540536355,0.003366017662736693,0.017218124179890847,AT1G13820,NA,NA
AT5G56950.1,0.3422266275467319,6.444351223071225,8.597609530290384,0.0033660454061574603,0.017218124179890847,AT5G56950,NAP1;3;NFA03;NFA3,nucleosome assembly protein 1;3;NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR GROUP A 03;NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR GROUP A3
AT1G78890.1,-0.533592294280134,4.1881650331995885,8.596114950346763,0.003368809000714152,0.017229637753728606,AT1G78890,NA,NA
AT4G21560.1,0.36510841639894487,4.225429379232674,8.589733823013491,0.0033806341707408945,0.01728748583248144,AT4G21560,VPS28;VPS28-1,vacuolar protein sorting 28;vacuolar protein sorting-associated protein 28 homolog 1
AT1G73830.1,-0.9453074724040663,3.4624808569715517,8.58845756610074,0.0033830043218184467,0.017296973709942706,AT1G73830,BEE3,BR enhanced expression 3
AT5G63950.1,-0.37669391069969904,4.556823076282661,8.587695056096315,0.0033844211937335616,0.017301585417896722,AT5G63950,CHR24,chromatin remodeling 24
AT3G56190.1,0.3229570338566841,6.612909163199399,8.584891707357563,0.003389635475061792,0.017325605602833336,AT3G56190,ALPHA-SNAP2;ASNAP,alpha-soluble NSF attachment protein 2;NA
AT2G39980.1,1.1682371310239508,4.8917940915500715,8.582862711919152,0.003393414538298315,0.017340763494069766,AT2G39980,NA,NA
AT2G18950.1,-0.35382300667156275,4.957288305116056,8.582745414535285,0.003393633139009666,0.017340763494069766,AT2G18950,ATHPT;HPT1;TPT1;VTE2,HOMOGENTISATE PHYTYLTRANSFERASE;homogentisate phytyltransferase 1;NA;VITAMIN E 2
AT3G17626.1,-0.7826116779454696,1.0615925548660083,8.579135321601322,0.003400368076283888,0.017372535821695484,AT3G17626,NA,NA
AT1G16710.1,0.34097740447352515,5.923463130752851,8.578715654580307,0.003401151882062447,0.017373898683651925,AT1G16710,HAC12,histone acetyltransferase of the CBP family 12
AT3G45242.1,0.4868198478022006,4.858366711784955,8.578058986344697,0.0034023786999890916,0.01737752379951869,AT3G45242,NA,NA
AT4G10860.1,3.7151192536124054,-1.968311828673661,8.577322477905419,0.0034037552142922056,0.017380221097406678,AT4G10860,NA,NA
AT5G27400.1,-0.37115148944383597,4.503448991574842,8.577222943664575,0.003403941284507867,0.017380221097406678,AT5G27400,NA,NA
AT4G00752.1,-0.37156895750923036,4.081565644853505,8.572272058666785,0.0034132095744952204,0.01742342666191407,AT4G00752,NA,NA
AT1G11200.1,0.58259794505333,3.8755233369425266,8.572114791200349,0.003413504406634896,0.01742342666191407,AT1G11200,NA,NA
AT1G24460.1,0.303490653965926,6.4364646141776785,8.571872477621852,0.003413958726922274,0.01742342666191407,AT1G24460,TNO1,TGN-localized SYP41 interacting protein
AT3G05510.1,0.4195445284703074,3.6838473353397907,8.571108249882478,0.003415392000888813,0.017428094459205148,AT3G05510,NA,NA
AT2G27770.1,-0.5459947339295497,3.6575688646743667,8.565177038473077,0.0034265365318068407,0.017482308008164815,AT2G27770,NA,NA
AT1G11755.1,-0.44659445624676897,3.7301097462615775,8.561652281102326,0.003433176928296394,0.01751352833529914,AT1G11755,LEW1,LEAF WILTING 1
AT4G21215.2,-0.5148973305585275,4.710423534661848,8.560217544776226,0.0034358836161755327,0.01752467535985584,AT4G21215,NA,NA
AT5G28460.1,-0.5437435550533941,4.109513347703943,8.553529864925435,0.0034485288458298985,0.01758650269806894,AT5G28460,NA,NA
AT5G52560.1,0.33181005197375324,5.504409315118982,8.551616590622071,0.0034521552085838908,0.017602324631082838,AT5G52560,ATUSP;USP,UDP-sugar pyrophosphorylase;UDP-sugar pyrophosphorylase
AT4G32295.1,-0.6798905565682203,2.0478977882142986,8.550944259778802,0.0034534304446244574,0.017606155333071007,AT4G32295,KIX9,kinase-inducible domain interacting 9
AT4G28740.1,-0.563642525008981,4.913199073797686,8.548245982257452,0.0034585531922081713,0.017629597142684916,AT4G28740,NA,NA
AT2G26590.1,0.32540125888469074,5.077367420555377,8.545511591584262,0.0034637523829817505,0.017653421442886817,AT2G26590,RPN13,regulatory particle non-ATPase 13
AT5G54440.1,0.31905297978173763,6.17629434695553,8.540585503336006,0.0034731389445902348,0.01769857670854126,AT5G54440,AtTRS130;CLUB,NA;CLUB
AT1G77310.1,-0.609736171903379,2.6581863416622915,8.539423828507518,0.0034753562583279256,0.01770719044614632,AT1G77310,UBN2,Ubinuclein 2
AT1G06210.1,0.3312194299152589,4.833993202520605,8.538638150193815,0.0034768567152130927,0.017712149688385435,AT1G06210,NA,NA
AT4G34040.1,-0.31114092602987375,5.379035410911829,8.5383148927544,0.0034774742505044955,0.01771261024184509,AT4G34040,MBR2,MED25 BINDING RING-H2 PROTEIN 2
AT3G62970.1,-0.4557660470757747,3.7952243463170157,8.53742428058122,0.003479176209585985,0.0177185933607924,AT3G62970,NA,NA
AT5G62130.2,-0.5329286131293604,2.855424916501433,8.536762113205828,0.003480442159731828,0.01772235451603408,AT5G62130,NA,NA
AT3G54640.1,0.4341062095005175,6.41163161540972,8.532977278913528,0.0034876871059275494,0.017756554868693562,AT3G54640,TRP3;TSA1,TRYPTOPHAN-REQUIRING 3;tryptophan synthase alpha chain
AT5G36940.1,0.41362021801542503,4.656787721670238,8.529823497567559,0.003493735798130891,0.01778465539899927,AT5G36940,AtCAT3;CAT3,NA;cationic amino acid transporter 3
AT5G07920.1,0.3587602713483113,4.965372473024573,8.527691942415242,0.0034978299841400056,0.017802799625427516,AT5G07920,ATDGK1;DGK1,DIACYLGLYCEROL KINASE 1;diacylglycerol kinase1
AT3G46540.1,0.43750923349755083,5.86287405354171,8.526512278212323,0.0035000979214536206,0.017811644760969948,AT3G46540,NA,NA
AT3G24660.1,-0.4460894486011346,3.5112157330290024,8.521395827977035,0.0035099517571518927,0.017859085242855528,AT3G24660,TMKL1,transmembrane kinase-like 1
AT1G12440.1,-0.45248625386989677,5.959592874155199,8.517667900425621,0.003517149178130959,0.017892997226882132,AT1G12440,NA,NA
AT5G19770.1,0.4671488682776478,8.482320394727296,8.516326935154694,0.0035197418159888627,0.017903476309545526,AT5G19770,TUA3,tubulin alpha-3
AT3G25495.1,-0.3288468294425351,5.082671908432657,8.51518254054816,0.0035219559385504667,0.017912027160159345,AT3G25495,NA,NA
AT1G70090.1,-0.4990236197246848,5.675547236889926,8.512487721056917,0.003527175347923384,0.01793585745171331,AT1G70090,GATL9;LGT8,GALACTURONOSYLTRANSFERASE-LIKE 9;glucosyl transferase family 8
AT4G30250.1,-1.4874172195003255,0.44293205713293315,8.50868934895108,0.0035345455100395844,0.01797061555883645,AT4G30250,NA,NA
AT2G36570.1,-0.3252407005280046,5.5052970538794535,8.504325255652194,0.0035430327009658095,0.018011041576074603,AT2G36570,PXC1,PXY/TDR-correlated 1
AT2G46730.1,-0.731088153317101,1.9681556119054717,8.502171653424075,0.003547228611398625,0.018029643896568838,AT2G46730,NA,NA
AT4G25270.1,-0.5392157649638163,3.3661960500346635,8.497171913283495,0.003556989206296893,0.01807514441896189,AT4G25270,OTP70,organelle transcript processing 70
AT5G58760.1,0.5747627407126968,3.7545771573524473,8.496903603150715,0.003557513778242897,0.01807514441896189,AT5G58760,DDB2,damaged DNA binding 2
AT5G36950.1,-0.3942708857279625,4.157814401921667,8.496760120259673,0.003557794333284148,0.01807514441896189,AT5G36950,DEG10;DegP10,degradation of periplasmic proteins 10;DegP protease 10
AT2G38540.1,-0.38979163858116705,8.806984255489308,8.493590326159914,0.0035639980383825503,0.018103924729513297,AT2G38540,ATLTP1;AtLtpI-4;LP1;LTP1,ARABIDOPSIS THALIANA LIPID TRANSFER PROTEIN 1;NA;lipid transfer protein 1;LIPID TRANSFER PROTEIN 1
AT4G23050.2,0.3590242553196113,4.630191829602385,8.49250901538213,0.003566116821330513,0.01811194943022187,AT4G23050,NA,NA
AT1G10430.1,0.31544937195335976,4.8205965642891995,8.490696273494486,0.003569671686536769,0.018127264320841545,AT1G10430,PP2A-2,protein phosphatase 2A-2
AT2G26240.1,0.41813200548392937,4.591001014299115,8.484672434873104,0.0035815105974989414,0.018184635705222035,AT2G26240,NA,NA
AT5G24800.1,-0.42597159596488066,5.154265596093176,8.479656135557924,0.003591399810743601,0.018232091923342873,AT5G24800,ATBZIP9;BZIP9;BZO2H2,ARABIDOPSIS THALIANA BASIC LEUCINE ZIPPER 9;basic leucine zipper 9;BASIC LEUCINE ZIPPER O2 HOMOLOG 2
AT2G25625.1,-1.2634821012533437,1.1805123512249875,8.47846539126876,0.0035937513382161223,0.018241273786516334,AT2G25625,CV,chloroplast vesiculation
AT1G14020.1,0.3794617928900042,4.35015508781534,8.478009870157162,0.0035946513327557005,0.018243086253323826,AT1G14020,NA,NA
AT1G51720.1,-0.3408189017845058,5.224267849576687,8.476436138894517,0.00359776239186071,0.01825611777277312,AT1G51720,NA,NA
AT5G55210.1,-0.46119339185032676,4.29116610993382,8.475835342349395,0.0035989508094006195,0.018259390774192905,AT5G55210,NA,NA
AT1G17590.1,0.511545030206577,3.58528784071022,8.475350652705163,0.0035999098502952254,0.01826149921340884,AT1G17590,NF-YA8,"""nuclear factor Y, subunit A8"""
AT5G54180.1,-0.4926922983074587,4.029622710771632,8.470733578306268,0.0036090585560837884,0.018305144996456975,AT5G54180,PTAC15,plastid transcriptionally active 15
AT1G06370.1,-0.572876520206143,2.7570802699402086,8.469262304715844,0.0036119788407056237,0.018317191820916144,AT1G06370,NA,NA
AT2G04690.1,-0.4176277002392546,4.743799005861038,8.46889717961724,0.00361270393809818,0.01831753553828587,AT2G04690,NA,NA
AT2G41190.1,-0.8400959950661457,2.7102485247637635,8.46863483794224,0.0036132250105501175,0.01831753553828587,AT2G41190,NA,NA
AT1G15150.1,-1.879638290968271,-1.341813642956862,8.468404783692524,0.0036136820154543487,0.01831753553828587,AT1G15150,NA,NA
AT2G32390.3,0.5050719870506011,3.8486025560083643,8.464718932401698,0.003621012013568179,0.01835081423449116,AT2G32390,ATGLR3.5;GLR3.5;GLR6,glutamate receptor  3.5;glutamate receptor  3.5;NA
AT3G54220.1,-0.3397001643322958,5.794604474590953,8.46455444498761,0.0036213394794628556,0.01835081423449116,AT3G54220,SCR;SGR1,SCARECROW;SHOOT GRAVITROPISM 1
AT2G38740.1,0.4275576617558834,4.218105987277123,8.464055749058932,0.0036223324805797086,0.018353078409595804,AT2G38740,NA,NA
AT5G16800.3,0.4475183175633061,4.456418024976694,8.463217965388555,0.0036240012950559657,0.0183587654932113,AT5G16800,NA,NA
AT1G10610.1,-0.573339400285347,2.668074749395203,8.462252472635424,0.0036259254680252335,0.01836574428347662,AT1G10610,NA,NA
AT5G48830.2,-0.3779357499531047,4.822772225265741,8.461875277845882,0.0036266774783073005,0.018366784721338646,AT5G48830,NA,NA
AT1G21390.1,0.49271864212296507,2.938262355302034,8.460295996388576,0.003629827801928747,0.018379968927126244,AT1G21390,emb2170,embryo defective 2170
AT1G27595.1,-0.32663367784908054,5.327589450145399,8.458803579638978,0.003632807406773127,0.01839228483989613,AT1G27595,TANG1,"NA"
AT5G45020.1,-0.4984292866655909,3.379764460441721,8.457861317983847,0.0036346899096966552,0.01839904343863016,AT5G45020,NA,NA
AT5G59530.1,0.5933226035180945,3.011867855369997,8.454739286989755,0.0036409343692134634,0.018427877191491308,AT5G59530,NA,NA
AT3G45890.1,-0.418375221699933,3.5550294202754134,8.45440090129137,0.003641611838689049,0.01842853027163094,AT3G45890,RUS1;WXR3,ROOT UVB SENSITIVE 1;WEAK AUXIN RESPONSE 3
AT1G57790.1,-0.6065600986546975,2.0650944016678245,8.45375903140388,0.0036428972548470102,0.018430385514577437,AT1G57790,NA,NA
AT1G76510.3,-0.39026005608777675,3.9466259773083308,8.453670078351546,0.0036430754296715474,0.018430385514577437,AT1G76510,NA,NA
AT2G16460.1,0.3896741506536866,3.8682512711412533,8.45178434753295,0.003646854673961713,0.018446727495779237,AT2G16460,NA,NA
AT2G32235.1,0.5273133401695099,2.509268801608849,8.450196329390089,0.003650040356553871,0.018460062622053457,AT2G32235,NA,NA
AT1G79610.1,0.38572337088011655,4.088635706276935,8.441248681580056,0.003668042974564717,0.018548319041583692,AT1G79610,ATNHX6;NHX6,ARABIDOPSIS NA+/H+ ANTIPORTER 6;Na+/H+ antiporter 6
AT4G21460.1,-0.38213035701674625,4.214623848461013,8.435105246176535,0.003680455793472672,0.01860828702561973,AT4G21460,NA,NA
AT1G64050.1,-0.32800118833518743,5.809103530674007,8.431406572822796,0.0036879495612530183,0.01864337011542409,AT1G64050,NA,NA
AT3G32990.1,2.34850719691845,-1.389731173308665,8.430288800125968,0.003690217297984414,0.018652027925221464,AT3G32990,NA,NA
AT2G25170.1,-0.3239432637446655,6.804968987986546,8.429245579875975,0.003692335062188167,0.018659925215768806,AT2G25170,CHD3;CHR6;CKH2;EPP1;GYM;HRB2;PKL;SSL2,NA;NA;CYTOKININ-HYPERSENSITIVE 2;ENHANCED PHOTOMORPHOGENIC 1;GYMNOS;hypersensitive to red and blue 2;PICKLE;SUPPRESSOR OF SLR 2
AT4G02500.1,0.3127082734607622,6.74551137812559,8.420418764652887,0.0037103032741212763,0.01874791137098092,AT4G02500,ATXT2;AtXXT2;TXT2;XT2;XXT2,ARABIDOPSIS THALIANA UDP-XYLOSYLTRANSFERASE 2;NA;UDP-XYLOSYLTRANSFERASE 2;UDP-xylosyltransferase 2;XYG XYLOSYLTRANSFERASE 2
AT3G21780.1,1.252765433118028,2.2392298978972733,8.415498539974202,0.0037203576531010195,0.018795889018117646,AT3G21780,UGT71B6,UDP-glucosyl transferase 71B6
AT4G19510.1,0.4154903110891084,5.644844728745901,8.414802172717522,0.0037217829022450155,0.018800262940654993,AT4G19510,NA,NA
AT1G21880.2,-0.3594964680105479,5.858035821324719,8.413115361498603,0.003725237587144368,0.018814885525811672,AT1G21880,LYM1;LYP2,lysm domain GPI-anchored protein 1 precursor;LysM-containing receptor protein 2
AT4G03110.1,0.5223460377472283,5.782335513701,8.410153800872255,0.003731310923081033,0.01884272762809872,AT4G03110,AtBRN1;AtRBP-DR1;BRN1;RBP-DR1,NA;RNA-binding protein-defense related 1;Bruno-like 1;RNA-binding protein-defense related 1
AT1G64680.1,-0.43162734402812997,6.434797153478618,8.407673739998192,0.0037364045844366345,0.018865614852928595,AT1G64680,NA,NA
AT4G11270.1,0.33989923513032777,5.906338115358757,8.405007498084256,0.003741888521914273,0.018890465461743302,AT4G11270,NA,NA
AT3G54625.1,-7.354761491537776,-1.5398580314423018,8.404445374110958,0.0037430457453688534,0.01889346900043326,AT3G54625,NA,NA
AT1G72240.1,1.8608271347846492,-0.9569185852752387,8.398754776033432,0.003754781280231571,0.018949836060460884,AT1G72240,NA,NA
AT3G11720.3,-0.4446821101659734,3.871987244478328,8.398483961723427,0.0037553407037262372,0.018949836060460884,AT3G11720,NA,NA
AT3G04350.1,-0.48794480963774783,4.54614054366437,8.393073459018225,0.0037665350098657836,0.01900088093997039,AT3G04350,NA,NA
AT1G05180.1,0.31492024395190493,5.464769908203833,8.392936872140606,0.0037668180463252005,0.01900088093997039,AT1G05180,AXR1,AUXIN RESISTANT 1
AT1G64740.1,0.38958272675327954,5.108517979935368,8.392775334931802,0.0037671528129897846,0.01900088093997039,AT1G64740,TUA1,alpha-1 tubulin
AT1G49890.1,-0.44400764421501937,5.0827028797479965,8.391061788160016,0.003770705798642019,0.01901594720785969,AT1G49890,QWRF2,QWRF domain containing 2
AT5G38880.1,0.31893849152589854,5.793223365210778,8.390052111497798,0.0037728009273289217,0.01902058776411411,AT5G38880,AUG5,augmin subunit 5
AT4G13195.1,-0.6711677977202154,1.5425827456027454,8.389980167588295,0.003772950259660382,0.01902058776411411,AT4G13195,CLE44,CLAVATA3/ESR-RELATED 44
AT2G38340.1,1.690783342583427,-1.6866107406607003,8.389800051717788,0.0037733241484311847,0.01902058776411411,AT2G38340,DREB19,dehydration response element-binding protein 19
AT5G19010.1,-0.32234087621809215,6.316693895670773,8.387571188425783,0.0037779539953241006,0.01904106946915861,AT5G19010,MPK16,mitogen-activated protein kinase 16
AT1G51090.1,0.9384952841418024,3.9820908744088523,8.383856271242951,0.0037856835534278528,0.019077165381266154,AT1G51090,AtHMAD1,"NA"
AT5G19460.1,-0.3552492766942284,4.335044088939696,8.383259756346288,0.0037869262087452875,0.019080565971848724,AT5G19460,atnudt20;NUDT20,nudix hydrolase homolog 20;nudix hydrolase homolog 20
AT3G61870.1,-0.5090906842838704,7.8022386380619775,8.380767639922993,0.003792122256068483,0.01910388186632881,AT3G61870,NA,NA
AT3G56880.1,1.0086735323343474,6.410024012891582,8.377852152680731,0.0037982102345562848,0.019131683450990897,AT3G56880,NA,NA
AT4G34650.1,-0.6344414156523129,2.1292182807673825,8.371525110943974,0.0038114562767000014,0.019195084213949734,AT4G34650,SQS2,squalene synthase 2
AT1G80860.2,-0.4991960235164424,3.551364810657645,8.371294636422693,0.003811939675010016,0.019195084213949734,AT1G80860,ATPLMT;PLMT,ARABIDOPSIS PHOSPHOLIPID N-METHYLTRANSFERASE;phospholipid N-methyltransferase
AT1G15250.1,-0.4162184686595959,3.7255886539170855,8.364348252654548,0.0038265383546095036,0.019265708988850546,AT1G15250,NA,NA
AT2G33800.1,-0.4528175702279821,8.870852137641917,8.362691189826705,0.0038300292696715845,0.019280396032884582,AT2G33800,EMB3113;PRPS5;RPS5;SCA1,EMBRYO DEFECTIVE 3113;plastid  ribosomal  protein   of  the  30S  subunit 5;ribosomal protein S5;SCABRA 1
AT5G08500.1,0.3663462921361198,5.1682507389736205,8.358080419891255,0.003839759783437636,0.01932648415863862,AT5G08500,NA,NA
AT1G08210.1,-0.428832002630248,4.249432043899087,8.357360108792713,0.003841282189005712,0.019331251177919714,AT1G08210,NA,NA
AT4G12060.1,-0.3470431448756901,6.14115198957445,8.35388649399949,0.0038486324340675044,0.019365340977768236,AT4G12060,ClpT2,"NA"
AT5G10300.1,0.5862368504072082,3.0387893997158923,8.345306323895894,0.00386684964243458,0.019454092182225897,AT5G10300,AtHNL;ATMES5;HNL;MES5,NA;ARABIDOPSIS THALIANA METHYL ESTERASE 5;HYDROXYNITRILE LYASE;methyl esterase 5
AT4G27620.1,-0.4502598234751597,4.154053793083112,8.341848805889041,0.0038742153349336614,0.019488231090485163,AT4G27620,NA,NA
AT4G14480.1,-0.5287757532259,2.910659541549995,8.338613767800032,0.003881119994409305,0.019520041019629016,AT4G14480,BLUS1,BLUE LIGHT SIGNALING1
AT3G24100.1,0.4446203351373867,4.034778158678246,8.336704820838229,0.0038852002011139164,0.019537638006260075,AT3G24100,NA,NA
AT1G29660.1,-0.5892589225117683,6.859905446388407,8.33527269093318,0.003888264117944413,0.01955011984006706,AT1G29660,NA,NA
AT4G29780.1,0.9866587274726216,3.932348723876074,8.333508196805536,0.003892042479296191,0.019566189615396558,AT4G29780,NA,NA
AT1G53580.1,-0.3974207356434319,5.506880450201408,8.332814015369713,0.0038935299733292984,0.019570739590697245,AT1G53580,ETHE1;ETHE1;GLX2-3;GLY3,ETHE1-LIKE;ETHYLMALONIC ENCEPHALOPATHY PROTEIN1;GLYOXALASE 2-3;glyoxalase II  3
AT1G70430.1,-0.7389423983679974,2.5172119213178554,8.327687551217313,0.0039045328977848873,0.01962296540422101,AT1G70430,NA,NA
AT1G17940.1,-0.4500867241838693,4.052178306898715,8.327188564213204,0.003905605561026018,0.01962296540422101,AT1G17940,NA,NA
AT2G26340.2,-0.39850562331723627,5.111056012397301,8.327157633591948,0.003905672061884118,0.01962296540422101,AT2G26340,NA,NA
AT2G28720.1,-0.6260341386172557,5.493663522034543,8.325909174133521,0.003908357212487118,0.01963352056420872,AT2G28720,NA,NA
AT2G33170.1,0.3614370154666997,5.563319678412671,8.323656316737432,0.003913207346498599,0.01965494667519371,AT2G33170,NA,NA
AT4G25150.1,-0.746740487397882,1.720346126059667,8.323200577534681,0.003914189243214601,0.01965694021080511,AT4G25150,NA,NA
AT5G66460.1,-0.43675169940079284,4.02044568527208,8.321996801217534,0.003916784002347773,0.01966703168662431,AT5G66460,AtMAN7;MAN7,NA;endo-beta-mannase 7
AT2G29900.1,0.4264053449429164,3.89667988598481,8.319615741923418,0.003921921569121923,0.01968988623422006,AT2G29900,PS2,Presenilin-2
AT5G12170.2,0.45479105926307667,4.956928670513962,8.319269744611404,0.003922668691310928,0.01969069515468028,AT5G12170,CLT3,CRT (chloroquine-resistance transporter)-like transporter 3
AT1G58983.1,1.0010086028942102,3.489031692455036,8.316004851480265,0.003929725805069772,0.019720227972215426,AT1G58983,NA,NA
AT1G58684.1,1.0010086028942102,3.489031692455036,8.316004851480265,0.003929725805069772,0.019720227972215426,AT1G58684,NA,NA
AT5G03910.1,-0.35456205996442214,5.566698142518511,8.315365769246036,0.003931108701540395,0.01972422197837246,AT5G03910,ABCB29;ATATH12;ATH12,ATP-binding cassette B29;ARABIDOPSIS THALIANA ABC TRANSPORTER HOMOLOG 12;ABC2 homolog 12
AT3G46290.1,0.4501886064875159,5.574696259867985,8.314221767290228,0.003933585419614969,0.019732103040059557,AT3G46290,HERK1,hercules receptor kinase 1
AT5G44320.1,0.34286716883482826,6.194980260532989,8.313896249730536,0.003934290442089326,0.019732103040059557,AT5G44320,NA,NA
AT3G07190.1,0.5310044160720556,3.204607991810762,8.313597287494963,0.003934938062950722,0.019732103040059557,AT3G07190,NA,NA
AT3G51360.1,0.8848289226913654,1.097857222318411,8.31355561411407,0.003935028345677016,0.019732103040059557,AT3G51360,NA,NA
AT2G22200.1,-1.052501337514937,0.9058117490684301,8.312975511940039,0.003936285318979308,0.019735460950215264,AT2G22200,NA,NA
AT2G45600.1,-0.6529865830302287,2.9542690082181364,8.309645078243513,0.003943509657276421,0.019768732135432242,AT2G45600,NA,NA
AT2G22850.1,0.6749370801786567,1.8387090736297589,8.308677071917263,0.003945611974632836,0.019776320640157004,AT2G22850,AtbZIP6;bZIP6,basic leucine-zipper 6;basic leucine-zipper 6
AT3G05345.1,-0.5482157917543934,3.272862507602476,8.306706597211326,0.003949894977873565,0.0197948353536924,AT3G05345,DJC82,DNA J protein C82
AT2G24645.1,-0.6858288290178174,2.350951176171062,8.305664951273904,0.003952160999512143,0.01980323798174874,AT2G24645,NA,NA
AT2G20990.3,-0.3196840394349802,7.688518131210235,8.301661080523633,0.00396088343641969,0.019843984677288568,AT2G20990,AtSYT1;ATSYTA;NTMC2T1.1;NTMC2TYPE1.1;SYT1;SYTA,NA;ARABIDOPSIS THALIANA SYNAPTOTAGMIN A;NA;NA;SYNAPTOTAGMIN 1;synaptotagmin A
AT1G30050.1,1.902959821148524,-1.420755874002064,8.300410578293077,0.003963611668893961,0.019854692799370136,AT1G30050,MadA3,"NA"
AT5G64030.1,-0.3155103833919494,6.659412132739888,8.297266191038972,0.0039704802596115755,0.019884694463973743,AT5G64030,NA,NA
AT1G35160.2,0.3266100837303795,6.699374147484727,8.2971270526591,0.003970784472747569,0.019884694463973743,AT1G35160,14-3-3PHI;GF14 PHI;GRF4,14-3-3 PROTEIN G-BOX FACTOR14 PHI;GF14 protein phi chain;GENERAL REGULATORY FACTOR 4
AT1G64300.1,0.5733162737018245,2.4731617850365377,8.296654975310451,0.00397181680273911,0.0198859554167159,AT1G64300,NA,NA
AT1G06010.1,-0.5272962031353102,2.685696308259834,8.296470680009776,0.003972219890393344,0.0198859554167159,AT1G06010,NA,NA
AT3G60610.1,1.6149611907336265,-0.8790710717777934,8.295235728513198,0.003974922030176267,0.019896518703706678,AT3G60610,NA,NA
AT3G10150.1,-1.9657784508344633,-0.5700096447768273,8.292738496530502,0.0039803918232177585,0.019920930301424354,AT3G10150,ATPAP16;PAP16,NA;purple acid phosphatase 16
AT2G37420.1,-0.49284070875686775,4.018941758104873,8.28756349894329,0.003991751232209336,0.019974806389381698,AT2G37420,NA,NA
AT5G51200.1,0.3103727594852588,6.985954478981202,8.287009107913605,0.003992970105990054,0.019977930539231355,AT5G51200,EMB3142,EMBRYO DEFECTIVE 3142
AT1G66700.1,0.9442849950193536,2.2288710432807313,8.286604234193884,0.003993860493062962,0.019979410493955883,AT1G66700,PXMT1,"NA"
AT4G16860.1,0.3754024660469323,7.057842982017485,8.284433817895119,0.003998637057924889,0.020000327838700822,AT4G16860,RPP4,recognition of peronospora parasitica 4
AT1G67470.1,0.6372878272595134,3.4268073764418965,8.281851069814145,0.0040043286407356726,0.020025712236670185,AT1G67470,NA,NA
AT4G00670.1,0.5375274973256076,3.185528898256598,8.281590161725902,0.004004904060187597,0.020025712236670185,AT4G00670,NA,NA
AT2G18850.1,-0.47218602644821767,3.217947771902788,8.280713423772418,0.004006838277389103,0.02003240288600337,AT2G18850,NA,NA
AT2G36620.1,-0.354737707614402,7.104858571528122,8.280172078620922,0.004008033041702741,0.020035395160264133,AT2G36620,RPL24A,ribosomal protein L24
AT1G04945.3,0.3817935740171829,4.206892574262121,8.273700570104387,0.004022343948159914,0.02010394189291528,AT1G04945,NA,NA
AT2G22740.2,-0.46840779599068494,4.227514724819592,8.26979568704989,0.004031004234499004,0.02014330241462396,AT2G22740,SDG23;SUVH6,SET DOMAIN PROTEIN 23;SU(VAR)3-9 homolog 6
AT4G29340.1,0.945646300788211,1.0481479540806735,8.269609321056373,0.004031418032805967,0.02014330241462396,AT4G29340,AtPRF4;PRF4,NA;profilin 4
AT1G49032.1,-0.6234780513629996,3.294015542949308,8.266724958780415,0.004037827849580007,0.02017232997347419,AT1G49032,NA,NA
AT4G22710.1,1.3834271035534838,2.9761944003684633,8.264631777855737,0.0040424859447381134,0.02019259888733315,AT4G22710,CYP706A2,"""cytochrome P450, family 706, subfamily A, polypeptide 2"""
AT3G54620.1,0.4329415469024332,6.437193037678969,8.26325929456703,0.00404554319116628,0.020204866573955014,AT3G54620,ATBZIP25;BZIP25;BZO2H4,ARABIDOPSIS THALIANA BASIC LEUCINE ZIPPER 25;basic leucine zipper 25;BASIC LEUCINE ZIPPER O2 HOMOLOG 4
